CountryName,CountryCode,IndicatorName,IndicatorCode,Year,Value
Canada,CAN,Merchandise exports to developing economies in Latin America & the Caribbean (% of total merchandise exports),TX.VAL.MRCH.R3.ZS,1960,2.6058296426
Canada,CAN,Merchandise exports to developing economies in Middle East & North Africa (% of total merchandise exports),TX.VAL.MRCH.R4.ZS,1960,0.2849589728
Canada,CAN,Merchandise exports to developing economies in South Asia (% of total merchandise exports),TX.VAL.MRCH.R5.ZS,1960,0.9063755279
Canada,CAN,Merchandise exports to developing economies in Sub-Saharan Africa (% of total merchandise exports),TX.VAL.MRCH.R6.ZS,1960,1.2445497305
Canada,CAN,Merchandise exports to developing economies outside region (% of total merchandise exports),TX.VAL.MRCH.OR.ZS,1960,5.6545473272
Canada,CAN,Merchandise exports to economies in the Arab World (% of total merchandise exports),TX.VAL.MRCH.AL.ZS,1960,0.3107082775
Canada,CAN,Merchandise exports to high-income economies (% of total merchandise exports),TX.VAL.MRCH.HI.ZS,1960,86.7665739692
Canada,CAN,Merchandise imports (current US$),TM.VAL.MRCH.CD.WT,1960,6073080000
Canada,CAN,Merchandise imports by the reporting economy (current US$),TM.VAL.MRCH.WL.CD,1960,6468000000
Canada,CAN,"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",TM.VAL.MRCH.RS.ZS,1960,7.0995670996
Canada,CAN,Merchandise imports from developing economies in East Asia & Pacific (% of total merchandise imports),TM.VAL.MRCH.R1.ZS,1960,0.2581941868
Canada,CAN,Merchandise imports from developing economies in Latin America & the Caribbean (% of total merchandise imports),TM.VAL.MRCH.R3.ZS,1960,2.7906617192
Canada,CAN,Merchandise imports from developing economies in Middle East & North Africa (% of total merchandise imports),TM.VAL.MRCH.R4.ZS,1960,0.5751391466
Canada,CAN,Merchandise imports from developing economies in South Asia (% of total merchandise imports),TM.VAL.MRCH.R5.ZS,1960,0.791589363
Canada,CAN,Merchandise imports from developing economies in Sub-Saharan Africa (% of total merchandise imports),TM.VAL.MRCH.R6.ZS,1960,0.4993815708
Canada,CAN,Merchandise imports from developing economies outside region (% of total merchandise imports),TM.VAL.MRCH.OR.ZS,1960,4.9273345702
Canada,CAN,Merchandise imports from economies in the Arab World (% of total merchandise imports),TM.VAL.MRCH.AL.ZS,1960,1.1085343228
Canada,CAN,Merchandise imports from high-income economies (% of total merchandise imports),TM.VAL.MRCH.HI.ZS,1960,87.9730983302
Canada,CAN,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,1960,28.9374072369
Canada,CAN,Mobile cellular subscriptions,IT.CEL.SETS,1960,0
Canada,CAN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1960,0
Canada,CAN,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,1960,109.68
Canada,CAN,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,1960,192.904
Canada,CAN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,1960,27.8
Canada,CAN,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,1960,32.6
Canada,CAN,Net current transfers from abroad (constant LCU),NY.TRF.NCTR.KN,1960,-4314141872.14146
Canada,CAN,Net current transfers from abroad (current LCU),NY.TRF.NCTR.CN,1960,717500032
Canada,CAN,Net current transfers from abroad (current US$),NY.TRF.NCTR.CD,1960,739856262.697082
Canada,CAN,Net income from abroad (current LCU),NY.GSR.NFCY.CN,1960,-612642816
Canada,CAN,Net income from abroad (current US$),NY.GSR.NFCY.CD,1960,-631731852.262797
Canada,CAN,"Net secondary income (BoP, current US$)",BN.TRF.CURR.CD,1960,-45198536.5006051
Canada,CAN,Number of infant deaths,SH.DTH.IMRT,1960,13121
Canada,CAN,Number of under-five deaths,SH.DTH.MORT,1960,15305
Canada,CAN,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1960,0.9697833324
Canada,CAN,"Patent applications, nonresidents",IP.PAT.NRES,1960,22786
Canada,CAN,"Patent applications, residents",IP.PAT.RESD,1960,1506
Canada,CAN,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,1960,7.6718923514
Canada,CAN,Population growth (annual %),SP.POP.GROW,1960,2.2986265352
Canada,CAN,Population in largest city,EN.URB.LCTY,1960,2031108
Canada,CAN,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,1960,16.4220960935
Canada,CAN,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,1960,5390421
Canada,CAN,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,1960,30.0989351225
Canada,CAN,"Population, ages 0-14 (% of total)",SP.POP.0014.TO.ZS,1960,33.7327865315
Canada,CAN,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,1960,58.5953211171
Canada,CAN,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,1960,49.420634006
Canada,CAN,"Population, total",SP.POP.TOTL,1960,17909009
Canada,CAN,"Portfolio equity, net inflows (BoP, current US$)",BX.PEF.TOTL.CD.WD,1960,70257019.8164936
Canada,CAN,"Risk premium on lending (lending rate minus treasury bill rate, %)",FR.INR.RISK,1960,2.5483333333
Canada,CAN,Rural population,SP.RUR.TOTL,1960,5540868
Canada,CAN,Rural population (% of total population),SP.RUR.TOTL.ZS,1960,30.939
Canada,CAN,Rural population growth (annual %),SP.RUR.TOTL.ZG,1960,0.3969159409
Canada,CAN,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,1960,80.37613
Canada,CAN,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,1960,68.33309
Canada,CAN,Terms of trade adjustment (constant LCU),NY.TTF.GNFS.KN,1960,-6543604385.26399
Canada,CAN,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,1960,2012986399.82219
Canada,CAN,Total reserves minus gold (current US$),FI.RES.XGLD.CD,1960,1112519999.84748
Canada,CAN,Trade (% of GDP),NE.TRD.GNFS.ZS,1960,35.1016149255
Canada,CAN,"Trademark applications, direct nonresident",IP.TMK.NRES,1960,2861
Canada,CAN,"Trademark applications, direct resident",IP.TMK.RESD,1960,3066
Canada,CAN,"Trademark applications, total",IP.TMK.TOTL,1960,5927
Canada,CAN,Urban population,SP.URB.TOTL,1960,12368141
Canada,CAN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1960,69.061
Canada,CAN,Urban population growth (annual %),SP.URB.GROW,1960,3.1624565528
Canada,CAN,Wholesale price index (2010 = 100),FP.WPI.TOTL,1960,16.3953300871
Cayman Islands,CYM,CO2 emissions (kt),EN.ATM.CO2E.KT,1960,11.001
Cayman Islands,CYM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1960,1.3983729503
Cayman Islands,CYM,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,1960,0
Cayman Islands,CYM,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,1960,0
Cayman Islands,CYM,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,1960,100
Cayman Islands,CYM,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,1960,11.001
Cayman Islands,CYM,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,1960,0
Cayman Islands,CYM,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,1960,0
Cayman Islands,CYM,International migrant stock (% of population),SM.POP.TOTL.ZS,1960,12.1647387823
Cayman Islands,CYM,"International migrant stock, total",SM.POP.TOTL,1960,957
Cayman Islands,CYM,Mobile cellular subscriptions,IT.CEL.SETS,1960,0
Cayman Islands,CYM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1960,0
Cayman Islands,CYM,Population growth (annual %),SP.POP.GROW,1960,2.575139077
Cayman Islands,CYM,"Population, total",SP.POP.TOTL,1960,7867
Cayman Islands,CYM,Rural population,SP.RUR.TOTL,1960,0
Cayman Islands,CYM,Rural population (% of total population),SP.RUR.TOTL.ZS,1960,0
Cayman Islands,CYM,Urban population,SP.URB.TOTL,1960,7867
Cayman Islands,CYM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1960,100
Cayman Islands,CYM,Urban population growth (annual %),SP.URB.GROW,1960,2.575139077
Central African Republic,CAF,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,1960,171.8128
Central African Republic,CAF,Age dependency ratio (% of working-age population),SP.POP.DPND,1960,74.0346494828
Central African Republic,CAF,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,1960,7.476481898
Central African Republic,CAF,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,1960,66.5581675848
Central African Republic,CAF,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,1960,43.715
Central African Republic,CAF,CO2 emissions (kg per 2005 US$ of GDP),EN.ATM.CO2E.KD.GD,1960,0.1220249113
Central African Republic,CAF,CO2 emissions (kt),EN.ATM.CO2E.KT,1960,88.008
Central African Republic,CAF,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1960,0.0585353784
Central African Republic,CAF,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,1960,0
Central African Republic,CAF,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,1960,0
Central African Republic,CAF,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,1960,100
Central African Republic,CAF,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,1960,88.008
Central African Republic,CAF,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,1960,0
Central African Republic,CAF,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,1960,0
Central African Republic,CAF,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,1960,27.975
Central African Republic,CAF,DEC alternative conversion factor (LCU per US$),PA.NUS.ATLS,1960,245.1951013984
Central African Republic,CAF,Discrepancy in expenditure estimate of GDP (current LCU),NY.GDP.DISC.CN,1960,1500.000001
Central African Republic,CAF,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,1960,23.27272448
Central African Republic,CAF,Exports of goods and services (current LCU),NE.EXP.GNFS.CN,1960,6400000000
Central African Republic,CAF,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1960,26101663.3835689
Central African Republic,CAF,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,1960,-10.9090877818
Central African Republic,CAF,External balance on goods and services (current LCU),NE.RSB.GNFS.CN,1960,-2999999500
Central African Republic,CAF,External balance on goods and services (current US$),NE.RSB.GNFS.CD,1960,-12235152.6718554
Central African Republic,CAF,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1960,5.84
Central African Republic,CAF,Final consumption expenditure (current LCU),NE.CON.TOTL.CN,1960,25100011500
Central African Republic,CAF,Final consumption expenditure (current US$),NE.CON.TOTL.CD,1960,102367507.983861
Central African Republic,CAF,"Final consumption expenditure, etc. (% of GDP)",NE.CON.TETC.ZS,1960,91.2727319564
Central African Republic,CAF,"Final consumption expenditure, etc. (current LCU)",NE.CON.TETC.CN,1960,25100004300
Central African Republic,CAF,"Final consumption expenditure, etc. (current US$)",NE.CON.TETC.CD,1960,102367478.619489
Central African Republic,CAF,GDP (constant LCU),NY.GDP.MKTP.KN,1960,380895002600
Central African Republic,CAF,GDP (current LCU),NY.GDP.MKTP.CN,1960,27500003300
Central African Republic,CAF,GDP at market prices (constant 2005 US$),NY.GDP.MKTP.KD,1960,721229780.554858
Central African Republic,CAF,GDP at market prices (current US$),NY.GDP.MKTP.CD,1960,112155598.309943
Central African Republic,CAF,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,1960,7.2198383051
Central African Republic,CAF,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,1960,479.7002333586
Central African Republic,CAF,GDP per capita (constant LCU),NY.GDP.PCAP.KN,1960,253338.709186093
Central African Republic,CAF,GDP per capita (current LCU),NY.GDP.PCAP.CN,1960,18290.6451675124
Central African Republic,CAF,GDP per capita (current US$),NY.GDP.PCAP.CD,1960,74.5962911298
Central African Republic,CAF,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,1960,19.2727184145
Central African Republic,CAF,General government final consumption expenditure (current LCU),NE.CON.GOVT.CN,1960,5299998200
Central African Republic,CAF,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1960,21615432.6484251
Central African Republic,CAF,GNI (current LCU),NY.GNP.MKTP.CN,1960,27399997400
Central African Republic,CAF,GNI (current US$),NY.GNP.MKTP.CD,1960,111747735.757103
Central African Republic,CAF,GNI per capita (current LCU),NY.GNP.PCAP.CN,1960,18224.1298143466
Central African Republic,CAF,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,1960,19.6363558255
Central African Republic,CAF,Gross capital formation (current LCU),NE.GDI.TOTL.CN,1960,5399998500
Central African Republic,CAF,Gross capital formation (current US$),NE.GDI.TOTL.CD,1960,22023272.3623089
Central African Republic,CAF,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,1960,8.7272680436
Central African Republic,CAF,Gross domestic savings (current LCU),NY.GDS.TOTL.CN,1960,2399999000
Central African Republic,CAF,Gross domestic savings (current US$),NY.GDS.TOTL.CD,1960,9788119.69045342
Central African Republic,CAF,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,1960,110.9090877818
Central African Republic,CAF,Gross national expenditure (current LCU),NE.DAB.TOTL.CN,1960,30500002800
Central African Republic,CAF,Gross national expenditure (current US$),NE.DAB.TOTL.CD,1960,124390750.981798
Central African Republic,CAF,Gross value added at factor cost (constant 2005 US$),NY.GDP.FCST.KD,1960,688303260.644443
Central African Republic,CAF,Gross value added at factor cost (constant LCU),NY.GDP.FCST.KN,1960,367615574000
Central African Republic,CAF,Gross value added at factor cost (current LCU),NY.GDP.FCST.CN,1960,26500001800
Central African Republic,CAF,Gross value added at factor cost (current US$),NY.GDP.FCST.CD,1960,108077207.288683
Central African Republic,CAF,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1960,1.231421113
Central African Republic,CAF,Household final consumption expenditure (current LCU),NE.CON.PRVT.CN,1960,19800004600
Central African Republic,CAF,Household final consumption expenditure (current US$),NE.CON.PRVT.CD,1960,80752039.8534867
Central African Republic,CAF,"Household final consumption expenditure, etc. (% of GDP)",NE.CON.PETC.ZS,1960,72.0000135418
Central African Republic,CAF,"Household final consumption expenditure, etc. (current LCU)",NE.CON.PETC.CN,1960,19800006100
Central African Republic,CAF,"Household final consumption expenditure, etc. (current US$)",NE.CON.PETC.CD,1960,80752045.9710641
Central African Republic,CAF,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,1960,34.1818122618
Central African Republic,CAF,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,1960,9399999500
Central African Republic,CAF,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1960,38336816.0554243
Central African Republic,CAF,International migrant stock (% of population),SM.POP.TOTL.ZS,1960,2.8685049095
Central African Republic,CAF,"International migrant stock, total",SM.POP.TOTL,1960,43128
Central African Republic,CAF,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,1960,38.094
Central African Republic,CAF,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,1960,34.948
Central African Republic,CAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1960,36.4826341463
Central African Republic,CAF,Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,1960,13870600
Central African Republic,CAF,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,1960,13900000
Central African Republic,CAF,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",TX.VAL.MRCH.RS.ZS,1960,20.8633093525
Central African Republic,CAF,Merchandise exports to developing economies in Middle East & North Africa (% of total merchandise exports),TX.VAL.MRCH.R4.ZS,1960,6.4748201439
Central African Republic,CAF,Merchandise exports to developing economies in South Asia (% of total merchandise exports),TX.VAL.MRCH.R5.ZS,1960,0
Central African Republic,CAF,Merchandise exports to developing economies in Sub-Saharan Africa (% of total merchandise exports),TX.VAL.MRCH.R6.ZS,1960,4.3165467626
Central African Republic,CAF,Merchandise exports to developing economies within region (% of total merchandise exports),TX.VAL.MRCH.WR.ZS,1960,4.3165467626
Central African Republic,CAF,Merchandise exports to high-income economies (% of total merchandise exports),TX.VAL.MRCH.HI.ZS,1960,74.8201438849
Central African Republic,CAF,Merchandise imports (current US$),TM.VAL.MRCH.CD.WT,1960,20076700
Central African Republic,CAF,Merchandise imports by the reporting economy (current US$),TM.VAL.MRCH.WL.CD,1960,19600000
Central African Republic,CAF,"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",TM.VAL.MRCH.RS.ZS,1960,8.1632653061
Central African Republic,CAF,Merchandise imports from developing economies in Middle East & North Africa (% of total merchandise imports),TM.VAL.MRCH.R4.ZS,1960,1.5306122449
Central African Republic,CAF,Merchandise imports from developing economies in South Asia (% of total merchandise imports),TM.VAL.MRCH.R5.ZS,1960,0.5102040816
Central African Republic,CAF,Merchandise imports from developing economies in Sub-Saharan Africa (% of total merchandise imports),TM.VAL.MRCH.R6.ZS,1960,5.1020408163
Central African Republic,CAF,Merchandise imports from developing economies within region (% of total merchandise imports),TM.VAL.MRCH.WR.ZS,1960,5.1020408163
Central African Republic,CAF,Merchandise imports from high-income economies (% of total merchandise imports),TM.VAL.MRCH.HI.ZS,1960,86.7346938776
Central African Republic,CAF,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,1960,30.2680387886
Central African Republic,CAF,Mobile cellular subscriptions,IT.CEL.SETS,1960,0
Central African Republic,CAF,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1960,0
Central African Republic,CAF,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,1960,459.197
Central African Republic,CAF,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,1960,523.5
Central African Republic,CAF,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,1960,165.5
Central African Republic,CAF,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,1960,283.7
Central African Republic,CAF,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",DC.DAC.CECL.CD,1960,20000
Central African Republic,CAF,Net income from abroad (current LCU),NY.GSR.NFCY.CN,1960,-100005900
Central African Republic,CAF,Net income from abroad (current US$),NY.GSR.NFCY.CD,1960,-407862.552839195
Central African Republic,CAF,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,1960,0.0268461815
Central African Republic,CAF,Net ODA received (% of gross capital formation),DT.ODA.ODAT.GI.ZS,1960,0.1362195386
Central African Republic,CAF,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,1960,0.0199534287
Central African Republic,CAF,Net official development assistance and official aid received (constant 2012 US$),DT.ODA.ALLD.KD,1960,300000
Central African Republic,CAF,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,1960,30000
Central African Republic,CAF,Net official development assistance received (constant 2012 US$),DT.ODA.ODAT.KD,1960,300000
Central African Republic,CAF,Net official development assistance received (current US$),DT.ODA.ODAT.CD,1960,30000
Central African Republic,CAF,Net taxes on products (constant LCU),NY.TAX.NIND.KN,1960,14193427500
Central African Republic,CAF,Net taxes on products (current LCU),NY.TAX.NIND.CN,1960,999999900
Central African Republic,CAF,Net taxes on products (current US$),NY.TAX.NIND.CD,1960,4078384.49584414
Central African Republic,CAF,Number of infant deaths,SH.DTH.IMRT,1960,10144
Central African Republic,CAF,Number of under-five deaths,SH.DTH.MORT,1960,17305
Central African Republic,CAF,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1960,245.1951013984
Central African Republic,CAF,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1960,0.0202086046
Central African Republic,CAF,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,1960,4.2959731986
Central African Republic,CAF,Population growth (annual %),SP.POP.GROW,1960,1.6111121195
Central African Republic,CAF,Population in largest city,EN.URB.LCTY,1960,94350
Central African Republic,CAF,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,1960,31.2206324205
Central African Republic,CAF,"Population, ages 0-14 (% of total)",SP.POP.0014.TO.ZS,1960,38.2442046929
Central African Republic,CAF,"Population, ages 15-64 (% of total)",SP.POP.1564.TO.ZS,1960,57.4598221085
Central African Republic,CAF,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,1960,50.8237773038
Central African Republic,CAF,"Population, total",SP.POP.TOTL,1960,1503501
Central African Republic,CAF,Rural population,SP.RUR.TOTL,1960,1201297
Central African Republic,CAF,Rural population (% of total population),SP.RUR.TOTL.ZS,1960,79.9
Central African Republic,CAF,Rural population growth (annual %),SP.RUR.TOTL.ZG,1960,0.817032494
Central African Republic,CAF,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,1960,28.91182
Central African Republic,CAF,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,1960,23.49733
Central African Republic,CAF,Trade (% of GDP),NE.TRD.GNFS.ZS,1960,57.4545367418
Central African Republic,CAF,Urban population,SP.URB.TOTL,1960,302204
Central African Republic,CAF,Urban population (% of total),SP.URB.TOTL.IN.ZS,1960,20.1
Central African Republic,CAF,Urban population growth (annual %),SP.URB.GROW,1960,4.8315432066
Central African Republic,CAF,Wholesale price index (2010 = 100),FP.WPI.TOTL,1960,7.5269266113
Chad,TCD,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,1960,196.564
Chad,TCD,Age dependency ratio (% of working-age population),SP.POP.DPND,1960,81.0095821992
Chad,TCD,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,1960,6.9162439226
Chad,TCD,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,1960,74.0933382767
Chad,TCD,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,1960,40.9269390499
Chad,TCD,"Agriculture, value added (current LCU)",NV.AGR.TOTL.CN,1960,30540722200
Chad,TCD,"Agriculture, value added (current US$)",NV.AGR.TOTL.CD,1960,124556820.368045
Chad,TCD,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1960,1000000
Chad,TCD,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,1960,45.785
Chad,TCD,CO2 emissions (kg per 2005 US$ of GDP),EN.ATM.CO2E.KD.GD,1960,0.0332930302
Chad,TCD,CO2 emissions (kt),EN.ATM.CO2E.KT,1960,55.005
Chad,TCD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1960,0.0183191478
Chad,TCD,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,1960,0
Chad,TCD,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,1960,0
Chad,TCD,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,1960,100
Chad,TCD,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,1960,55.005
Chad,TCD,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,1960,0
Chad,TCD,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,1960,0
Chad,TCD,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,1960,26.546
Chad,TCD,DEC alternative conversion factor (LCU per US$),PA.NUS.ATLS,1960,245.1951013984
Chad,TCD,Discrepancy in expenditure estimate of GDP (current LCU),NY.GDP.DISC.CN,1960,6990439400
Chad,TCD,Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,1960,494093046930.306
Chad,TCD,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,1960,13.3896456826
Chad,TCD,Exports of goods and services (constant 2005 US$),NE.EXP.GNFS.KD,1960,478861343.815067
Chad,TCD,Exports of goods and services (constant LCU),NE.EXP.GNFS.KN,1960,252584103700
Chad,TCD,Exports of goods and services (current LCU),NE.EXP.GNFS.CN,1960,10295157800
Chad,TCD,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1960,41987616.1525505
Chad,TCD,External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,1960,-3.6479229427
Chad,TCD,External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,1960,-376121419500
Chad,TCD,External balance on goods and services (current LCU),NE.RSB.GNFS.CN,1960,-2804849600
Chad,TCD,External balance on goods and services (current US$),NE.RSB.GNFS.CD,1960,-11439256.2657403
Chad,TCD,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1960,6.25
Chad,TCD,Final consumption expenditure (current LCU),NE.CON.TOTL.CN,1960,62111928300
Chad,TCD,Final consumption expenditure (current US$),NE.CON.TOTL.CD,1960,253316350.717338
Chad,TCD,"Final consumption expenditure, etc. (% of GDP)",NE.CON.TETC.ZS,1960,90.0742917818
Chad,TCD,"Final consumption expenditure, etc. (current LCU)",NE.CON.TETC.CN,1960,69257176000
Chad,TCD,"Final consumption expenditure, etc. (current US$)",NE.CON.TETC.CD,1960,282457421.070091
Chad,TCD,GDP (constant LCU),NY.GDP.MKTP.KN,1960,871455228500
Chad,TCD,GDP (current LCU),NY.GDP.MKTP.CN,1960,76888948700
Chad,TCD,GDP at market prices (constant 2005 US$),NY.GDP.MKTP.KD,1960,1652147604.22857
Chad,TCD,GDP at market prices (current US$),NY.GDP.MKTP.CD,1960,313582727.638108
Chad,TCD,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,1960,8.8230520841
Chad,TCD,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,1960,550.2397272988
Chad,TCD,GDP per capita (constant LCU),NY.GDP.PCAP.KN,1960,290233.927075104
Chad,TCD,GDP per capita (current LCU),NY.GDP.PCAP.CN,1960,25607.4905515094
Chad,TCD,GDP per capita (current US$),NY.GDP.PCAP.CD,1960,104.4372028865
Chad,TCD,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,1960,12.625361465
Chad,TCD,General government final consumption expenditure (current LCU),NE.CON.GOVT.CN,1960,9707507700
Chad,TCD,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1960,39590952.8560629
Chad,TCD,GNI (constant 2005 US$),NY.GNP.MKTP.KD,1960,1636711599.03072
Chad,TCD,GNI (constant LCU),NY.GNP.MKTP.KN,1960,863313227505.42
Chad,TCD,GNI (current LCU),NY.GNP.MKTP.CN,1960,76368846800
Chad,TCD,GNI (current US$),NY.GNP.MKTP.CD,1960,311461551.900772
Chad,TCD,GNI per capita (constant 2005 US$),NY.GNP.PCAP.KD,1960,545.0988408133
Chad,TCD,GNI per capita (constant LCU),NY.GNP.PCAP.KN,1960,287522.27322804
Chad,TCD,GNI per capita (current LCU),NY.GNP.PCAP.CN,1960,25434.2731423075
Chad,TCD,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,1960,13.5736311609
Chad,TCD,Gross capital formation (current LCU),NE.GDI.TOTL.CN,1960,10436622300
Chad,TCD,Gross capital formation (current US$),NE.GDI.TOTL.CD,1960,42564562.8337575
Chad,TCD,Gross domestic income (constant 2005 US$),NY.GDY.TOTL.KD,1960,810013000
Chad,TCD,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,1960,1112964171730.31
Chad,TCD,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,1960,9.9257082182
Chad,TCD,Gross domestic savings (current LCU),NY.GDS.TOTL.CN,1960,7631772700
Chad,TCD,Gross domestic savings (current US$),NY.GDS.TOTL.CD,1960,31125306.5680173
Chad,TCD,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,1960,103.6479229427
